dropped_country,dropped_iso,dropped_le_2019,remaining_bz_mean,gap_2019,gap_change,gap_change_pct,beta_r,beta_r_change
Costa Rica,CRI,80.296,82.07018292682928,7.099549057649668,0.3548365853658595,5.2609594081882225,-0.6383762048084333,0.002248777989492412
Greece,GRC,81.6390243902439,81.7344268292683,6.7637929600886935,0.019080487804885138,0.282895496039201,-0.6391284491835463,0.0014965336143794028
Italy,ITA,83.4975609756098,81.26979268292683,6.299158813747226,-0.445553658536582,-6.605969644629112,-0.6404583728496342,0.0001666099482914296
Japan,JPN,84.3563414634146,81.05509756097563,6.084463691796017,-0.660248780487791,-9.78913160792199,-0.6411548598140826,-0.0005298770161569211
United States,USA,78.7878048780488,82.44723170731707,7.476597838137465,0.7318853658536568,10.8512463483241,-0.6381563057655484,0.0024686770323772977
