pre_covid_final_year,pre_covid_bz_mean,pre_covid_global_mean,pre_covid_gap,pre_covid_sigma,full_2019_gap,full_2021_gap,full_2023_gap,full_2023_sigma,global_drop_2020,global_drop_2021,n_countries_worse_2023_than_2019,n_countries_recovered,avg_drop_bz,avg_drop_non_bz,worst_hit_country,worst_hit_drop
2019,81.71534634146342,75.33325281930239,6.382093522161028,6.816960360290322,6.382093522161028,6.612687385260955,5.856156674534489,6.362797080280559,-0.7917348544453091,-1.6351109362706637,18,75,-0.7656634146341418,-0.7932161862527707,ECU,-5.2819999999999965
