iso_code,year,alcohol_per_capita,clean_water_access_pct,death_rate,fertility_rate,forest_area_pct,gdp_per_capita,health_expenditure_pc,life_expectancy,life_expectancy_female,life_expectancy_male,physicians_per_1000,pm25_air_pollution,population_65plus_pct,population_total,urban_population_pct,life_expectancy_who,country_name,is_blue_zone,blue_zone_region,latitude,longitude,gini_index
AFG,1960,,,31.672,7.282,,,,32.799,33.549,32.136,0.035,,2.82336216754241,9035043.0,8.12255149340207,,Afghanistan,0,,33.9391,67.71,
AFG,1961,,,31.129,7.284,,,,33.291,34.043,32.626,,,2.80935715469461,9214083.0,8.38959494931345,,Afghanistan,0,,33.9391,67.71,
AFG,1962,,,30.63,7.292,,,,33.757,34.502,33.098,,,2.79283455010343,9404406.0,8.66266423654956,,Afghanistan,0,,33.9391,67.71,
AFG,1963,,,30.168,7.302,,,,34.201,34.945,33.543,,,2.77505711653314,9604487.0,8.94270943787613,,Afghanistan,0,,33.9391,67.71,
AFG,1964,,,29.672,7.304,,,,34.673,35.428,34.004,,,2.75779223783048,9814318.0,9.23113447844093,,Afghanistan,0,,33.9391,67.71,
AFG,1965,,,29.193,7.305,,,,35.124,35.9,34.438,0.063,,2.74167264804529,10036008.0,9.52934328339171,,Afghanistan,0,,33.9391,67.71,
AFG,1966,,,28.733,7.32,,,,35.583,36.38,34.877,,,2.72675559434446,10266395.0,9.83873977787624,,Afghanistan,0,,33.9391,67.71,
AFG,1967,,,28.265,7.339,,,,36.042,36.851,35.324,,,2.71324112344242,10505959.0,10.1607278870423,,Afghanistan,0,,33.9391,67.71,
AFG,1968,,,27.801,7.363,,,,36.51,37.281,35.825,,,2.70025211209359,10756922.0,10.4967115360376,,Afghanistan,0,,33.9391,67.71,
AFG,1969,,,27.334,7.389,,,,36.979,37.758,36.287,,,2.68633941065454,11017409.0,10.84809465001,,Afghanistan,0,,33.9391,67.71,
AFG,1970,,,26.838,7.4,,,,37.46,38.261,36.748,0.065,,2.67137815759831,11290128.0,11.2297657038792,,Afghanistan,0,,33.9391,67.71,
AFG,1971,,,26.383,7.432,,,,37.932,38.752,37.202,,,2.6556434129871,11567667.0,11.6660355418459,,Afghanistan,0,,33.9391,67.71,
AFG,1972,,,25.882,7.453,,,,38.423,39.255,37.681,,,2.63907560983511,11853696.0,12.1619847549558,,Afghanistan,0,,33.9391,67.71,
AFG,1973,,,25.364,7.487,,,,38.951,39.778,38.213,,,2.62259428452847,12157999.0,12.6916916731915,,Afghanistan,0,,33.9391,67.71,
AFG,1974,,,24.889,7.526,,,,39.469,40.291,38.734,,,2.60745610368136,12469127.0,13.2347712388712,,Afghanistan,0,,33.9391,67.71,
AFG,1975,,,24.403,7.542,,,,39.994,40.813,39.261,,,2.59403235677849,12773954.0,13.7708383943132,,Afghanistan,0,,33.9391,67.71,
AFG,1976,,,23.934,7.561,,,,40.518,41.333,39.787,,,2.58217341070737,13059851.0,14.2795080818354,,Afghanistan,0,,33.9391,67.71,
AFG,1977,,,23.404,7.591,,,,41.082,41.88,40.363,,,2.57173946619894,13340756.0,14.7403952437562,,Afghanistan,0,,33.9391,67.71,
AFG,1978,,,24.171,7.599,,,,40.086,41.479,38.855,,,2.5591706271217,13611441.0,15.1331148223937,,Afghanistan,0,,33.9391,67.71,
AFG,1979,,,25.538,7.612,,,,38.844,40.881,37.09,,,2.54002268818278,13655567.0,15.4376007470002,,Afghanistan,0,,33.9391,67.71,
AFG,1980,,,25.706,7.643,,,,39.258,41.379,37.428,,,2.51693871771505,13169311.0,15.6809994542625,,Afghanistan,0,,33.9391,67.71,
AFG,1981,,,26.413,7.617,,,,39.406,41.695,37.433,0.077,,2.49344486123277,11937581.0,15.9037575307894,,Afghanistan,0,,33.9391,67.71,
AFG,1982,,,28.026,7.6,,,,36.058,39.518,33.251,,,2.46081519532856,10991378.0,16.1073778271006,,Afghanistan,0,,33.9391,67.71,
AFG,1983,,,27.013,7.57,,,,36.517,40.093,33.599,,,2.42334618247218,10917982.0,16.2936657965111,,Afghanistan,0,,33.9391,67.71,
AFG,1984,,,32.008,7.554,,,,31.473,36.422,27.823,,,2.37459553414559,11190221.0,16.4644268923362,,Afghanistan,0,,33.9391,67.71,
AFG,1985,,,31.699,7.55,,,,32.132,37.101,28.393,,,2.31611470945804,11426852.0,16.6214665678908,,Afghanistan,0,,33.9391,67.71,
AFG,1986,,,25.044,7.553,,,,38.4,42.072,35.27,0.183,,2.2769774642869,11420074.0,16.7665902764903,,Afghanistan,0,,33.9391,67.71,
AFG,1987,,,24.617,7.548,,,,38.831,42.603,35.601,0.179,,2.25583591800308,11387818.0,16.9016034714497,,Afghanistan,0,,33.9391,67.71,
AFG,1988,,,20.606,7.551,,,,43.238,45.962,40.742,,,2.24411882778698,11523298.0,17.0283116060842,,Afghanistan,0,,33.9391,67.71,
AFG,1989,,,19.582,7.559,,,,44.496,47.042,42.132,0.129,,2.24285856732744,11874088.0,17.1485201337089,,Afghanistan,0,,33.9391,67.71,
AFG,1990,,,19.479,7.576,1.85278199408184,,,45.118,47.703,42.712,0.109,64.1740966333107,2.24271646385503,12045660.0,17.264034507639,,Afghanistan,0,,33.9391,67.71,
AFG,1991,,,18.783,7.631,1.85278199408184,,,45.521,48.282,42.959,,64.1881530060926,2.24205991414737,12238879.0,17.3766601811896,,Afghanistan,0,,33.9391,67.71,
AFG,1992,,,17.17,7.703,1.85278199408184,,,46.569,49.607,43.765,,64.2105258245459,2.24219138625437,13278974.0,17.4882026076758,,Afghanistan,0,,33.9391,67.71,
AFG,1993,,,14.613,7.761,1.85278199408184,,,51.021,52.296,49.755,0.143,64.2441407602245,2.24708649542413,14943172.0,17.6004672404128,,Afghanistan,0,,33.9391,67.71,
AFG,1994,,,14.929,7.767,1.85278199408184,,,50.969,53.135,48.883,,64.2919234846825,2.25424055420798,16250794.0,17.7152595327158,,Afghanistan,0,,33.9391,67.71,
AFG,1995,,,14.403,7.767,1.85278199408184,,,52.103,53.694,50.536,,64.3567996694738,2.25945281143721,17065836.0,17.8343849378999,,Afghanistan,0,,33.9391,67.71,
AFG,1996,,,13.928,7.757,1.85278199408184,,,52.83,54.426,51.26,,64.4759923667356,2.26310859725909,17763266.0,17.9596489092802,,Afghanistan,0,,33.9391,67.71,
AFG,1997,,,13.651,7.732,1.85278199408184,,,53.212,54.72,51.725,0.11,64.6415192006464,2.26487604399751,18452091.0,18.0928569001719,,Afghanistan,0,,33.9391,67.71,
AFG,1998,,,13.886,7.693,1.85278199408184,,,52.487,54.392,50.636,,64.7884977008217,2.26406368414857,19159996.0,18.2358143638901,,Afghanistan,0,,33.9391,67.71,
AFG,1999,,,12.697,7.641,1.85278199408184,,,54.532,55.966,53.102,,64.8520453968767,2.2628010676604,19887785.0,18.3903267537499,,Afghanistan,0,,33.9391,67.71,
AFG,2000,0.003,11.4830526030791,12.608,7.566,1.85278199408184,174.930991430166,,55.005,56.555,53.463,,64.767279818427,2.26197021041933,20130327.0,18.5581995230666,53.2,Afghanistan,0,,33.9391,67.71,
AFG,2001,0.003,11.4952007602954,11.954,7.453,1.85278199408184,138.706821676113,,55.511,57.089,53.941,0.202,64.5975727246894,2.26194811585133,20284307.0,18.7412381251552,53.9,Afghanistan,0,,33.9391,67.71,
AFG,2002,0.007,12.2981002329931,11.187,7.32,1.85278199408184,178.954088379235,16.70697403,56.225,57.442,54.986,,64.4168880125936,2.26397395055888,21378117.0,18.9412480133309,55.2,Afghanistan,0,,33.9391,67.71,
AFG,2003,0.016,13.1007499034299,10.714,7.174,1.85278199408184,198.871115728727,17.74602509,57.171,58.472,55.849,,64.1762314183241,2.26675269120301,22733049.0,19.1600346409089,56.2,Afghanistan,0,,33.9391,67.71,
AFG,2004,0.021,13.9102665546506,10.375,7.018,1.85278199408184,221.763653873013,21.42300415,57.81,59.073,56.519,,63.8266086780653,2.2686467503968,23560654.0,19.3993593959593,56.3,Afghanistan,0,,33.9391,67.71,
AFG,2005,0.027,14.7265543080656,9.913,6.858,1.85278199408184,254.184249149336,25.11388779,58.247,59.588,56.88,,63.3190255280017,2.26974934650551,24404567.0,19.7059095753667,56.8,Afghanistan,0,,33.9391,67.71,
AFG,2006,0.025,15.5424169809884,9.659,6.686,1.85278199408184,274.218553561575,28.9412632,58.553,60.123,56.974,0.166,61.5146494273075,2.2717800234734,25424094.0,20.1104530189181,57.0,Afghanistan,0,,33.9391,67.71,
AFG,2007,0.03,16.6502497184612,9.487,6.508,1.85278199408184,376.223152003876,32.70893097,58.956,60.804,57.122,0.182,58.0837850174423,2.27621524044213,25909852.0,20.5906579215423,57.8,Afghanistan,0,,33.9391,67.71,
AFG,2008,0.025,17.5542943270831,8.884,6.392,1.85278199408184,381.73323802844,39.88624954,59.708,61.428,57.984,0.183,54.1911438080183,2.28356920247549,26482622.0,21.1241481349633,57.5,Afghanistan,0,,33.9391,67.71,
AFG,2009,0.023,18.3897928679237,8.645,6.295,1.85278199408184,452.053705477043,43.13351822,60.248,61.791,58.681,0.22,51.0014373086482,2.29354363572652,27466101.0,21.6885475109053,59.0,Afghanistan,0,,33.9391,67.71,
AFG,2010,0.012,19.2247217350889,8.402,6.195,1.85278199408184,560.621505463146,46.42438889,60.702,62.283,59.097,0.244,49.6793770289443,2.30661490116607,28284089.0,22.2614799010924,59.0,Afghanistan,0,,33.9391,67.71,
AFG,2011,0.008,20.059192393487,8.032,6.094,1.85278199408184,606.694676337726,52.18721771,61.25,62.852,59.625,0.258,61.8170559083924,2.32214045471626,29347708.0,22.8205691572485,59.1,Afghanistan,0,,33.9391,67.71,
AFG,2012,0.004,20.8930797693099,7.822,5.985,1.85278199408184,651.417134470046,52.45247269,61.735,63.344,60.099,0.246,70.9223165078033,2.33791133871121,30560034.0,23.3434391310979,59.4,Afghanistan,0,,33.9391,67.71,
AFG,2013,0.004,21.7263800393035,7.597,5.879,1.85278199408184,637.087099117099,56.16043472,62.188,63.814,60.534,0.29,73.1318159038053,2.34976901406028,31622704.0,23.8077136743646,60.0,Afghanistan,0,,33.9391,67.71,
AFG,2014,0.004,22.5590889812061,7.511,5.77,1.85278199408184,625.054941813938,60.04951096,62.26,64.009,60.495,0.304,77.1437275538632,2.35653566515757,32792523.0,24.1910166387726,59.7,Afghanistan,0,,33.9391,67.71,
AFG,2015,0.009,23.391308180882,7.528,5.652,1.85278199408184,565.569730408751,59.91960526,62.27,64.178,60.363,0.29,73.4908176326415,2.35669506261475,33831764.0,24.4649118421568,61.5,Afghanistan,0,,33.9391,67.71,
AFG,2016,0.013,24.2229225615761,7.32,5.542,1.85278199408184,522.082215583898,61.37234497,62.646,64.64,60.661,0.284,72.7659101386992,2.35549736125691,34700612.0,24.6588345720126,61.7,Afghanistan,0,,33.9391,67.71,
AFG,2017,0.017,25.0551767431801,7.315,5.433,1.85278199408184,525.469770891619,66.82388306,62.406,65.606,59.388,0.245,65.8623470043896,2.35973702156897,35688935.0,24.8352821238871,59.8,Afghanistan,0,,33.9391,67.71,
AFG,2018,0.016,25.8882133846455,7.271,5.327,1.85278199408184,491.337221382603,71.22509003,62.443,65.942,59.175,0.303,67.2271774798558,2.36712047688815,36743039.0,24.9991645191406,62.1,Afghanistan,0,,33.9391,67.71,
AFG,2019,0.016,26.7218546246806,7.064,5.238,1.85278199408184,496.6025042585,74.0642395,62.941,66.144,59.91,0.214,58.3308722306744,2.37615338349114,37856121.0,25.1437258839803,61.2,Afghanistan,0,,33.9391,67.71,
AFG,2020,0.011,27.5559340461558,7.565,5.145,1.85278199408184,510.787063366811,80.0892334,61.454,64.656,58.455,0.253,46.0870936659706,2.37073382439812,39068979.0,25.2622103446137,59.3,Afghanistan,0,,33.9391,67.71,
AFG,2021,,28.3906801852337,8.002,5.039,1.85278199408184,356.496214115892,81.52112579,60.417,64.079,57.052,,,2.35254951873996,40000412.0,25.3478620272481,61.0,Afghanistan,0,,33.9391,67.71,
AFG,2022,,29.2258226674089,5.993,4.932,1.85278199408184,357.261152798144,80.6516037,65.617,67.236,63.941,,,2.35514236704931,40578842.0,25.3939250580909,,Afghanistan,0,,33.9391,67.71,
AFG,2023,,29.9074476538073,5.797,4.84,1.85278199408184,413.757894705303,59.06770706,66.035,67.536,64.467,0.317,,2.37753752819851,41454761.0,25.4730529631167,,Afghanistan,0,,33.9391,67.71,
ALB,1960,,,15.888,6.383,,,,56.413,58.877,54.005,0.276,,5.48661411785106,1608800.0,30.8420674130923,,Albania,0,,41.1533,20.1683,
ALB,1961,,,15.098,6.273,,,,57.488,59.995,55.028,,,5.37214565303962,1659800.0,30.9827513418507,,Albania,0,,41.1533,20.1683,
ALB,1962,,,13.857,6.106,,,,58.494,61.047,56.0,,,5.24681817686538,1711319.0,31.0731900817639,,Albania,0,,41.1533,20.1683,
ALB,1963,,,12.87,5.927,,,,59.479,62.086,56.938,,,5.15001800383524,1762621.0,31.1398055648366,,Albania,0,,41.1533,20.1683,
ALB,1964,,,12.013,5.714,,,,60.404,63.048,57.824,,,5.07428555292145,1814135.0,31.1906326249604,,Albania,0,,41.1533,20.1683,
ALB,1965,,,11.274,5.474,,,,61.273,63.934,58.677,0.481,,5.01453825980092,1864791.0,31.2337060960272,,Albania,0,,41.1533,20.1683,
ALB,1966,,,10.654,5.325,,,,62.149,64.814,59.543,,,4.96783534939844,1914573.0,31.2770608119285,,Albania,0,,41.1533,20.1683,
ALB,1967,,,10.172,5.31,,,,62.976,65.642,60.364,,,4.93193870811874,1965598.0,31.3287316065561,,Albania,0,,41.1533,20.1683,
ALB,1968,,,9.75,5.317,,,,63.788,66.476,61.151,,,4.90740951092907,2022272.0,31.3967533138017,,Albania,0,,41.1533,20.1683,
ALB,1969,,,9.352,5.287,,,,64.538,67.237,61.888,,,4.89229503379371,2081695.0,31.4901653651322,,Albania,0,,41.1533,20.1683,
ALB,1970,,,8.867,5.158,,,,65.234,67.946,62.581,0.739,,4.88245222454686,2135479.0,31.6190126513611,,Albania,0,,41.1533,20.1683,
ALB,1971,,,8.465,5.083,,,,65.896,68.612,63.246,0.911,,4.87851858082713,2187853.0,31.7832190295765,,Albania,0,,41.1533,20.1683,
ALB,1972,,,8.119,4.979,,,,66.526,69.246,63.87,0.845,,4.88717887898979,2243126.0,31.9754582795241,,Albania,0,,41.1533,20.1683,
ALB,1973,,,7.812,4.829,,,,67.107,69.844,64.442,,,4.91298384671335,2296752.0,32.1890629144681,,Albania,0,,41.1533,20.1683,
ALB,1974,,,7.567,4.7,,,,67.633,70.4,64.954,,,4.94883931447891,2350124.0,32.4173654476724,,Albania,0,,41.1533,20.1683,
ALB,1975,,,7.364,4.566,,,,68.12,70.918,65.425,,,4.99643767727597,2404831.0,32.6536983924011,,Albania,0,,41.1533,20.1683,
ALB,1976,,,7.179,4.374,,,,68.57,71.399,65.861,,,5.05588350102367,2458526.0,32.8913942619184,,Albania,0,,41.1533,20.1683,
ALB,1977,,,7.035,4.204,,,,68.992,71.852,66.271,1.036,,5.12481592862463,2513546.0,33.1237855694883,,Albania,0,,41.1533,20.1683,
ALB,1978,,,6.91,3.996,,,,69.367,72.269,66.625,,,5.19612164956388,2566266.0,33.3442048283749,,Albania,0,,41.1533,20.1683,
ALB,1979,,,6.865,3.782,,,,69.617,72.597,66.828,,,5.20540787790785,2617832.0,33.5459569579484,,Albania,0,,41.1533,20.1683,
ALB,1980,,,6.62,3.59,,590.607738430529,,69.903,72.967,67.04,1.367,,5.1661977556613,2671997.0,33.7329401193584,,Albania,0,,41.1533,20.1683,
ALB,1981,,,6.449,3.468,,663.2942082544,,70.145,73.287,67.21,,,5.12922280680315,2726056.0,33.9086307674847,,Albania,0,,41.1533,20.1683,
ALB,1982,,,6.303,3.416,,668.454504242454,,70.425,73.618,67.441,,,5.09329860559221,2784278.0,34.078980200443,,Albania,0,,41.1533,20.1683,
ALB,1983,,,6.172,3.319,,661.546782448624,,70.705,73.97,67.658,1.415,,5.07008292227886,2843960.0,34.2492672113262,,Albania,0,,41.1533,20.1683,
ALB,1984,,,6.063,3.282,,639.484730161417,,70.984,74.329,67.867,1.407,,5.06772777219778,2904429.0,34.4247705932271,,Albania,0,,41.1533,20.1683,
ALB,1985,,,5.957,3.214,,639.865903755552,,71.282,74.684,68.115,1.406,,5.12616061870806,2964762.0,34.6107691392387,,Albania,0,,41.1533,20.1683,
ALB,1986,,,5.825,3.141,,693.873474633887,,71.665,75.138,68.437,,,5.20337136438951,3022635.0,34.8125416424538,,Albania,0,,41.1533,20.1683,
ALB,1987,,,5.721,3.106,,674.793383069492,,71.981,75.477,68.727,,,5.24642657919738,3083605.0,35.0353668959653,,Albania,0,,41.1533,20.1683,
ALB,1988,,,5.651,3.069,,652.774321396566,,72.217,75.726,68.94,,,5.27045655368218,3142336.0,35.284523692866,,Albania,0,,41.1533,20.1683,
ALB,1989,,,5.624,3.03,,697.995596576519,,72.457,75.956,69.174,,,5.29715383835625,3227943.0,35.5669897834013,,Albania,0,,41.1533,20.1683,
ALB,1990,,,5.586,3.014,28.7883211678832,617.230435515505,,72.71,76.195,69.412,1.378,22.9615792759282,5.37906738507965,3286542.0,35.8970478012844,,Albania,0,,41.1533,20.1683,
ALB,1991,,,5.525,2.956,28.7171532846715,336.586994504629,,73.001,76.452,69.705,1.46,22.7031104857198,5.5014123702154,3266790.0,36.282411606506,,Albania,0,,41.1533,20.1683,
ALB,1992,,,5.472,2.885,28.6459854014599,200.852219772323,,73.303,76.72,70.014,1.604,22.4828963984711,5.64829987865959,3247039.0,36.7184275131439,,Albania,0,,41.1533,20.1683,
ALB,1993,,,5.416,2.811,28.5748175182482,367.279225077581,,73.638,77.0,70.38,1.377,22.2971318768254,5.82714236225887,3227287.0,37.201625125729,,Albania,0,,41.1533,20.1683,
ALB,1994,,,5.429,2.798,28.5036496350365,586.416135130865,,73.837,77.206,70.566,1.294,22.1420117834263,6.02258603579637,3207536.0,37.728534048792,,Albania,0,,41.1533,20.1683,
ALB,1995,,,5.45,2.762,28.4324817518248,911.320465445326,,74.022,77.407,70.734,1.302,22.0137309809171,6.23329211889766,3187784.0,38.2956838868638,,Albania,0,,41.1533,20.1683,
ALB,1996,,,5.496,2.666,28.3613138686131,1020.97618050188,,74.113,77.533,70.798,1.318,21.9518831290172,6.43942498300817,3168033.0,38.8996042444751,,Albania,0,,41.1533,20.1683,27.0
ALB,1997,,,5.84,2.535,28.2901459854015,728.545523729675,,73.383,77.052,69.866,1.333,21.9776011720555,6.63831589676868,3148281.0,39.5368247261567,,Albania,0,,41.1533,20.1683,
ALB,1998,,,5.582,2.425,28.2189781021898,831.175344077295,,74.357,77.725,71.092,1.347,22.0593888995897,6.85068295467555,3128530.0,40.2038749364394,,Albania,0,,41.1533,20.1683,
ALB,1999,,,5.605,2.313,28.1478102189781,1056.34481153033,,74.568,77.822,71.405,,22.1657501011774,7.0832910602803,3108778.0,40.8972844798541,,Albania,0,,41.1533,20.1683,
ALB,2000,4.43,49.1383199670447,5.619,2.217,28.0766423357664,1160.42047054038,65.47674561,74.826,77.926,71.804,1.366,22.2651885663762,7.33069132123503,3089027.0,41.6135829609314,73.7,Albania,0,,41.1533,20.1683,
ALB,2001,4.43,49.0811986702513,5.625,2.141,28.1232481751825,1326.41652388077,73.92171478,75.083,78.031,72.204,1.303,22.3660062096811,7.60579089173614,3060173.0,42.354513990929,79.2,Albania,0,,41.1533,20.1683,
ALB,2002,4.57,48.9847658038123,5.69,2.002,28.1698540145985,1479.83884572006,78.72909546,75.299,78.142,72.529,1.167,22.4827851202514,7.91442944240309,3051010.0,43.1520419609419,75.5,Albania,0,,41.1533,20.1683,31.7
ALB,2003,4.58,48.8854426221024,5.777,2.006,28.2164598540146,1908.69900687608,105.43667603,75.557,78.329,72.864,1.186,22.5934493496412,8.24096501461232,3039616.0,44.0295089223208,72.4,Albania,0,,41.1533,20.1683,
ALB,2004,4.98,50.7176784606726,5.784,1.889,28.2630656934307,2446.90949947798,136.50724792,75.951,78.753,73.242,1.194,22.6759229494045,8.58600861824839,3026939.0,44.9784925669394,72.9,Albania,0,,41.1533,20.1683,
ALB,2005,5.3,52.5783349862298,5.763,1.787,28.3096715328467,2741.72136549578,149.97515869,76.427,79.303,73.663,,22.7081299710953,8.95907851317178,3011487.0,45.9937666920583,74.2,Albania,0,,41.1533,20.1683,30.6
ALB,2006,5.64,54.4670824691318,5.715,1.686,28.3562773722628,3057.77257038113,164.22090149,76.994,79.943,74.183,1.189,22.5109695957413,9.36032202611209,2992547.0,47.0701050949378,74.2,Albania,0,,41.1533,20.1683,
ALB,2007,5.81,56.3838429221658,5.609,1.633,28.4028832116788,3743.05529896187,209.31910706,77.691,80.584,74.922,1.2,22.0412299650015,9.77459627170979,2970017.0,48.2022815728384,74.5,Albania,0,,41.1533,20.1683,
ALB,2008,6.0,58.3284806792465,5.584,1.616,28.4494890510949,4498.50486763601,237.10340881,78.248,81.076,75.531,,21.4806685713767,10.1805404435552,2947314.0,49.3850699230207,75.0,Albania,0,,41.1533,20.1683,30.0
ALB,2009,5.94,60.3009074347169,5.721,1.638,28.4960948905109,4213.65007574693,236.94244385,78.509,81.282,75.842,1.235,21.0110429073679,10.5633856320802,2927519.0,50.6132439427449,75.6,Albania,0,,41.1533,20.1683,
ALB,2010,5.9,62.3006301469639,6.055,1.653,28.542700729927,4149.14469936847,253.98246765,78.414,81.108,75.825,1.243,20.8141104654758,10.9200550479108,2913021.0,51.8815774292716,74.2,Albania,0,,41.1533,20.1683,
ALB,2011,5.58,64.3273993668121,6.36,1.677,28.5946532846715,4465.70914328865,273.75292969,78.303,80.916,75.792,1.229,22.7999042481871,11.2281830971209,2905195.0,53.2917382892465,75.1,Albania,0,,41.1533,20.1683,
ALB,2012,5.37,66.3808528531398,6.728,1.719,28.6466058394161,4280.93316338873,260.68319702,78.084,80.589,75.66,1.27,20.9627204112539,11.5093140765442,2860708.0,53.8637553661449,75.3,Albania,0,,41.1533,20.1683,29.0
ALB,2013,5.04,68.4598318259799,7.019,1.741,28.6985583941606,4542.92903556739,276.0765686,77.995,80.387,75.666,1.276,19.4075322522058,11.8201351814959,2816902.0,54.2979678058548,79.9,Albania,0,,41.1533,20.1683,
ALB,2014,5.0,70.5632573542744,7.236,1.721,28.7505109489051,4793.59751131525,293.1267395,78.029,80.267,75.83,,19.3679442180935,12.1667692065035,2773767.0,54.7325813178673,80.1,Albania,0,,41.1533,20.1683,34.6
ALB,2015,5.04,70.5919729029531,7.245,1.631,28.8024635036496,4199.53912925398,253.93347168,78.358,80.451,76.281,,19.121557306579,12.5431065412926,2731293.0,55.1579291374894,76.0,Albania,0,,41.1533,20.1683,32.8
ALB,2016,5.13,70.6165067300785,7.288,1.555,28.8021897810219,4457.63412207495,275.43676758,78.643,80.625,76.662,1.212,17.602163992984,12.9202121629827,2689469.0,55.5738734464276,77.9,Albania,0,,41.1533,20.1683,33.7
ALB,2017,5.13,70.6369407646416,7.373,1.486,28.7920620437956,5006.36012951959,295.52346802,78.9,80.795,76.997,,18.5552438171978,13.3053911120274,2648285.0,55.980276426546,76.1,Albania,0,,41.1533,20.1683,33.1
ALB,2018,5.11,70.6533520520137,7.375,1.415,28.7919708029197,5897.65452588774,349.21127319,79.238,81.001,77.448,,19.0461862321065,13.739521828078,2607733.0,56.377000259892,77.9,Albania,0,,41.1533,20.1683,30.1
ALB,2019,5.11,70.6658539388464,7.473,1.395,28.7919708029197,6069.43903131027,366.34014893,79.467,81.06,77.834,1.645,15.70470712234,14.2480986631067,2567801.0,56.7639071287255,79.9,Albania,0,,41.1533,20.1683,30.1
ALB,2020,4.47,70.6745368974531,9.08,1.371,28.7919708029197,6027.91350716348,396.17477417,77.824,80.345,75.429,1.879,15.7070036417042,14.7670044100644,2528480.0,57.1408592155544,74.3,Albania,0,,41.1533,20.1683,29.4
ALB,2021,,70.7057962293379,10.262,1.365,28.7919708029197,7242.45513146613,465.57043457,76.844,79.002,74.742,,,15.2660050732804,2489762.0,57.5077187031778,76.4,Albania,0,,41.1533,20.1683,
ALB,2022,,70.7360691418644,8.709,1.355,28.7919708029197,7756.96188744253,506.86920166,78.769,80.781,76.751,,,15.7763381628571,2451636.0,57.8643477747383,,Albania,0,,41.1533,20.1683,
ALB,2023,,70.7653945370075,8.332,1.348,28.7919708029197,9730.86921906893,590.62799072,79.602,81.446,77.728,,,16.3020000675759,2414095.0,58.2106086137857,,Albania,0,,41.1533,20.1683,
ARG,1960,,,8.654,3.136,,778.251706763404,,64.242,67.789,61.202,1.351,,5.27550341422282,20386045.0,71.7238893802647,,Argentina,0,,-38.4161,-63.6167,
ARG,1961,,,8.523,3.12,,971.338043308372,,64.631,68.236,61.526,,,5.4220401195082,20726276.0,72.4354744941627,,Argentina,0,,-38.4161,-63.6167,
ARG,1962,,,8.712,3.126,,870.217490905403,,64.618,68.282,61.474,,,5.56655763139311,21072538.0,73.1728787774807,,Argentina,0,,-38.4161,-63.6167,
ARG,1963,,,8.704,3.109,,852.972425139433,,64.855,68.575,61.65,,,5.70677030609842,21421705.0,73.9273735418668,,Argentina,0,,-38.4161,-63.6167,
ARG,1964,,,8.887,3.075,,1176.20086190313,,64.816,68.537,61.609,,,5.84558312407797,21769453.0,74.6879628669135,,Argentina,0,,-38.4161,-63.6167,
ARG,1965,,,8.831,3.005,,1281.83337976859,,65.053,68.819,61.783,1.667,,5.98592763470306,22112629.0,75.4436508322132,,Argentina,0,,-38.4161,-63.6167,
ARG,1966,,,8.775,2.966,,1275.07843418966,,65.398,69.095,62.157,,,6.13195685336073,22453893.0,76.1834415173586,,Argentina,0,,-38.4161,-63.6167,
ARG,1967,,,8.896,2.982,,1063.93283833587,,65.467,69.288,62.126,,,6.27643228608689,22799059.0,76.8963390019422,,Argentina,0,,-38.4161,-63.6167,
ARG,1968,,,9.195,3.011,,1141.95211617341,,65.234,69.193,61.779,,,6.41066145072891,23150583.0,77.5713473655565,,Argentina,0,,-38.4161,-63.6167,
ARG,1969,,,9.453,3.049,,1329.56181832409,,65.085,69.133,61.553,,,6.53023681306899,23508711.0,78.197470687794,,Argentina,0,,-38.4161,-63.6167,
ARG,1970,,,9.154,3.085,,1322.71454216808,,65.647,69.564,62.165,1.892,,6.65035913110663,23878327.0,78.7618397059741,,Argentina,0,,-38.4161,-63.6167,
ARG,1971,,,9.352,3.108,,1372.50746646061,,65.619,69.417,62.21,,,6.77337226938896,24257208.0,79.2692164343612,,Argentina,0,,-38.4161,-63.6167,
ARG,1972,,,9.303,3.135,,1409.37097316211,,65.953,69.764,62.517,,,6.88741847617026,24644328.0,79.7364960845372,,Argentina,0,,-38.4161,-63.6167,
ARG,1973,,,9.314,3.17,,2097.89945010806,,66.186,70.087,62.671,,,6.99348658598447,25046005.0,80.172591002121,,Argentina,0,,-38.4161,-63.6167,
ARG,1974,,,9.25,3.216,,2844.96990526761,,66.405,70.371,62.808,,,7.09971766815747,25461351.0,80.5835904331507,,Argentina,0,,-38.4161,-63.6167,
ARG,1975,,,9.098,3.271,,2026.68435752865,,66.965,70.913,63.367,1.869,,7.21162845906859,25874107.0,80.9755836236642,,Argentina,0,,-38.4161,-63.6167,
ARG,1976,,,9.166,3.317,,1946.91990388248,,67.03,70.983,63.406,,,7.32480127392282,26282283.0,81.3546598196994,,Argentina,0,,-38.4161,-63.6167,
ARG,1977,,,8.94,3.359,,2126.48546048047,,67.595,71.559,63.944,,,7.44036217776289,26701805.0,81.7269082672944,,Argentina,0,,-38.4161,-63.6167,
ARG,1978,,,8.856,3.359,,3282.06304446289,,67.999,71.708,64.535,,,7.55615914436587,27132158.0,82.098418212487,,Argentina,0,,-38.4161,-63.6167,
ARG,1979,,,8.799,3.339,,2511.97332905958,,68.434,72.001,65.072,,,7.6604448600497,27568895.0,82.4752789013152,,Argentina,0,,-38.4161,-63.6167,
